measure_name,state_name,pctt_rank,pctt_value,pctt_score,pctt_lower_ci,pctt_upper_ci
Prenatal Care Before Third Trimester - Less than High School,Connecticut,,93.9,,,
Prenatal Care Before Third Trimester - Less than High School,Delaware,,85.7,,,
Prenatal Care Before Third Trimester - Less than High School,Florida,,85.2,,,
Prenatal Care Before Third Trimester - Less than High School,Georgia,,82.9,,,
Prenatal Care Before Third Trimester - Less than High School,Hawaii,,86.7,,,
Prenatal Care Before Third Trimester - Less than High School,Idaho,,91.7,,,
Prenatal Care Before Third Trimester - Less than High School,Illinois,,88.2,,,
Prenatal Care Before Third Trimester - Less than High School,Indiana,,86.6,,,
Prenatal Care Before Third Trimester - Less than High School,Iowa,,87.8,,,
Prenatal Care Before Third Trimester - Less than High School,Kansas,,89.8,,,
Prenatal Care Before Third Trimester - Less than High School,Kentucky,,87.2,,,
Prenatal Care Before Third Trimester - Less than High School,Louisiana,,88.6,,,
Prenatal Care Before Third Trimester - Less than High School,Maine,,91.6,,,
Prenatal Care Before Third Trimester - Less than High School,Maryland,,87.2,,,
Prenatal Care Before Third Trimester - Less than High School,Massachusetts,,91.1,,,
Prenatal Care Before Third Trimester - Less than High School,Michigan,,88.7,,,
Prenatal Care Before Third Trimester - Less than High School,Minnesota,,90.2,,,
Prenatal Care Before Third Trimester - Less than High School,Mississippi,,90.8,,,
Prenatal Care Before Third Trimester - Less than High School,Missouri,,86.8,,,
Prenatal Care Before Third Trimester - Less than High School,Montana,,83.9,,,
Prenatal Care Before Third Trimester - Less than High School,Nebraska,,86.2,,,
Prenatal Care Before Third Trimester - Less than High School,Nevada,,83.8,,,
Prenatal Care Before Third Trimester - Less than High School,New Hampshire,,90.5,,,
Prenatal Care Before Third Trimester - Less than High School,New Jersey,,89.1,,,
Prenatal Care Before Third Trimester - Less than High School,New Mexico,,80.6,,,
Prenatal Care Before Third Trimester - Less than High School,New York,,91.7,,,
Prenatal Care Before Third Trimester - Less than High School,North Carolina,,88.4,,,
Prenatal Care Before Third Trimester - Less than High School,North Dakota,,,,,
Prenatal Care Before Third Trimester - Less than High School,Ohio,,86.9,,,
Prenatal Care Before Third Trimester - Less than High School,Oklahoma,,88.5,,,
Prenatal Care Before Third Trimester - Less than High School,Oregon,,90.2,,,
Prenatal Care Before Third Trimester - Less than High School,Pennsylvania,,86.7,,,
Prenatal Care Before Third Trimester - Less than High School,Rhode Island,,96.0,,,
Prenatal Care Before Third Trimester - Less than High School,South Carolina,,87.2,,,
Prenatal Care Before Third Trimester - Less than High School,South Dakota,,86.4,,,
Prenatal Care Before Third Trimester - Less than High School,Tennessee,,86.6,,,
Prenatal Care Before Third Trimester - Less than High School,Texas,,83.6,,,
Prenatal Care Before Third Trimester - Less than High School,Utah,,91.4,,,
Prenatal Care Before Third Trimester - Less than High School,Vermont,,95.5,,,
Prenatal Care Before Third Trimester - Less than High School,Virginia,,88.3,,,
Prenatal Care Before Third Trimester - Less than High School,Washington,,89.5,,,
Prenatal Care Before Third Trimester - Less than High School,West Virginia,,88.1,,,
Prenatal Care Before Third Trimester - Less than High School,Wisconsin,,87.1,,,
Prenatal Care Before Third Trimester - Less than High School,Wyoming,,85.6,,,
Prenatal Care Before Third Trimester - Less than High School,United States,,87.7,,,
Prenatal Care Before Third Trimester - Less than High School,District of Columbia,,85.3,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Alabama,,87.8,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Alaska,,90.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Arizona,,84.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Arkansas,,87.3,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,California,,92.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Colorado,,87.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Connecticut,,91.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Delaware,,87.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Florida,,87.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Georgia,,86.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Hawaii,,88.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Idaho,,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Illinois,,87.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Indiana,,90.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Iowa,,90.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Kansas,,92.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Kentucky,,92.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Louisiana,,89.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Maine,,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Maryland,,85.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Massachusetts,,90.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Michigan,,91.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Minnesota,,91.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Mississippi,,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Missouri,,90.1,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Montana,,88.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Nebraska,,88.1,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Nevada,,83.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,New Hampshire,,92.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,New Jersey,,83.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,New Mexico,,83.5,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,New York,,89.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,North Carolina,,89.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,North Dakota,,86.8,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Ohio,,90.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Oklahoma,,90.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Oregon,,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Pennsylvania,,89.1,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Rhode Island,,96.8,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,South Carolina,,89.1,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,South Dakota,,90.0,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Tennessee,,89.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Texas,,84.5,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Utah,,91.6,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Vermont,,,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Virginia,,90.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Washington,,89.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,West Virginia,,91.4,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Wisconsin,,91.2,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,Wyoming,,90.9,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,United States,,88.7,,,
Prenatal Care Before Third Trimester - Mother Ages 15-19,District of Columbia,,84.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Alabama,33.0,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Alaska,21.0,92.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Arizona,48.0,88.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Arkansas,47.0,88.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,California,7.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Colorado,32.0,91.6,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Connecticut,9.0,94.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Delaware,37.0,91.4,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Florida,42.0,90.6,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Georgia,45.0,89.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Hawaii,38.0,91.2,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Idaho,7.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Illinois,41.0,91.0,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Indiana,27.0,92.3,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Iowa,11.0,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Kansas,5.0,95.2,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Kentucky,14.0,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Louisiana,23.0,92.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Maine,3.0,96.3,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Maryland,43.0,90.4,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Massachusetts,18.0,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Michigan,16.0,93.6,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Minnesota,12.0,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Mississippi,6.0,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Missouri,20.0,92.9,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Montana,23.0,92.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Nebraska,25.0,92.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Nevada,46.0,89.4,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,New Hampshire,9.0,94.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,New Jersey,44.0,90.3,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,New Mexico,49.0,88.1,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,New York,17.0,93.3,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,North Carolina,31.0,91.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,North Dakota,33.0,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Ohio,26.0,92.4,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Oklahoma,28.0,92.2,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Oregon,15.0,93.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Pennsylvania,38.0,91.2,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Rhode Island,2.0,96.6,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,South Carolina,29.0,92.1,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,South Dakota,40.0,91.1,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Tennessee,33.0,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Texas,50.0,87.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Utah,4.0,95.7,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Vermont,1.0,97.9,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Virginia,18.0,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Washington,29.0,92.1,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,West Virginia,21.0,92.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Wisconsin,13.0,94.1,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,Wyoming,33.0,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,United States,,91.8,,,
Prenatal Care Before Third Trimester - Mother Ages 20-24,District of Columbia,,84.1,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Alabama,41.0,93.2,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Alaska,19.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Arizona,46.0,91.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Arkansas,48.0,91.1,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,California,12.0,96.0,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Colorado,28.0,94.0,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Connecticut,4.0,96.6,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Delaware,32.0,93.8,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Florida,43.0,92.6,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Georgia,45.0,92.2,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Hawaii,38.0,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Idaho,6.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Illinois,29.0,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Indiana,23.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Iowa,9.0,96.2,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Kansas,6.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Kentucky,17.0,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Louisiana,23.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Maine,10.0,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Maryland,42.0,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Massachusetts,22.0,94.7,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Michigan,14.0,95.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Minnesota,8.0,96.3,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Mississippi,14.0,95.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Missouri,19.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Montana,26.0,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Nebraska,17.0,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Nevada,47.0,91.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,New Hampshire,10.0,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,New Jersey,32.0,93.8,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,New Mexico,50.0,89.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,New York,19.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,North Carolina,34.0,93.7,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,North Dakota,23.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Ohio,29.0,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Oklahoma,38.0,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Oregon,13.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Pennsylvania,36.0,93.6,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Rhode Island,2.0,98.0,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,South Carolina,38.0,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,South Dakota,29.0,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Tennessee,43.0,92.6,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Texas,49.0,90.4,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Utah,3.0,96.7,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Vermont,1.0,98.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Virginia,16.0,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Washington,34.0,93.7,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,West Virginia,37.0,93.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Wisconsin,5.0,96.5,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,Wyoming,26.0,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,United States,,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 25-29,District of Columbia,,89.2,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Alabama,42.0,93.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Alaska,35.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Arizona,46.0,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Arkansas,49.0,91.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,California,7.0,97.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Colorado,24.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Connecticut,3.0,97.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Delaware,40.0,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Florida,43.0,93.7,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Georgia,45.0,93.1,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Hawaii,39.0,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Idaho,13.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Illinois,24.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Indiana,28.0,95.2,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Iowa,10.0,96.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Kansas,4.0,97.3,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Kentucky,27.0,95.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Louisiana,29.0,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Maine,10.0,96.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Maryland,37.0,94.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Massachusetts,24.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Michigan,16.0,96.3,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Minnesota,5.0,97.2,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Mississippi,19.0,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Missouri,19.0,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Montana,31.0,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Nebraska,18.0,96.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Nevada,47.0,92.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,New Hampshire,7.0,97.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,New Jersey,23.0,95.7,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,New Mexico,50.0,89.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,New York,21.0,95.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,North Carolina,31.0,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,North Dakota,16.0,96.3,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Ohio,33.0,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Oklahoma,41.0,94.0,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Oregon,12.0,96.5,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Pennsylvania,35.0,94.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Rhode Island,1.0,98.7,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,South Carolina,29.0,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,South Dakota,13.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Tennessee,44.0,93.2,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Texas,48.0,91.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Utah,6.0,97.1,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Vermont,2.0,98.6,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Virginia,13.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Washington,33.0,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,West Virginia,38.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Wisconsin,9.0,96.9,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,Wyoming,21.0,95.8,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,United States,,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 30-34,District of Columbia,,93.3,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Alabama,42.0,93.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Alaska,25.0,95.2,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Arizona,45.0,92.9,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Arkansas,49.0,90.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,California,5.0,97.3,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Colorado,22.0,95.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Connecticut,3.0,97.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Delaware,33.0,94.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Florida,40.0,93.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Georgia,46.0,92.7,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Hawaii,42.0,93.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Idaho,14.0,96.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Illinois,18.0,95.7,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Indiana,38.0,94.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Iowa,20.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Kansas,8.0,96.7,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Kentucky,33.0,94.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Louisiana,25.0,95.2,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Maine,6.0,97.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Maryland,35.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Massachusetts,16.0,95.9,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Michigan,14.0,96.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Minnesota,7.0,96.9,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Mississippi,22.0,95.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Missouri,29.0,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Montana,27.0,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Nebraska,20.0,95.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Nevada,47.0,92.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,New Hampshire,4.0,97.4,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,New Jersey,17.0,95.8,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,New Mexico,50.0,89.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,New York,11.0,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,North Carolina,27.0,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,North Dakota,18.0,95.7,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Ohio,35.0,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Oklahoma,44.0,93.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Oregon,11.0,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Pennsylvania,37.0,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Rhode Island,1.0,98.3,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,South Carolina,31.0,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,South Dakota,22.0,95.5,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Tennessee,41.0,93.2,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Texas,48.0,91.2,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Utah,10.0,96.3,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Vermont,2.0,98.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Virginia,9.0,96.4,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Washington,29.0,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,West Virginia,39.0,93.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Wisconsin,11.0,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,Wyoming,32.0,94.6,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,United States,,95.0,,,
Prenatal Care Before Third Trimester - Mother Ages 35-39,District of Columbia,,94.2,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Alabama,,92.2,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Alaska,,92.4,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Arizona,,93.1,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Arkansas,,90.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,California,,97.0,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Colorado,,95.1,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Connecticut,,97.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Delaware,,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Florida,,93.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Georgia,,92.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Hawaii,,93.4,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Idaho,,94.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Illinois,,95.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Indiana,,91.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Iowa,,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Kansas,,94.9,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Kentucky,,92.7,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Louisiana,,93.8,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Maine,,94.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Maryland,,94.0,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Massachusetts,,95.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Michigan,,94.3,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Minnesota,,96.1,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Mississippi,,94.5,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Missouri,,93.6,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Montana,,95.4,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Nebraska,,94.4,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,Nevada,,91.0,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,New Hampshire,,,,,
Prenatal Care Before Third Trimester - Mother Ages 40-44,New Jersey,,95.6,,,
