id,year,measure_name,state,rank,value
540,2011,Overall,Massachusetts,7.0,0.871
541,2011,Overall,Michigan,33.0,-0.08800000000000001
542,2011,Overall,Minnesota,6.0,0.884
543,2011,Overall,Mississippi,49.0,-1.085
544,2011,Overall,Missouri,40.0,-0.408
545,2011,Overall,Montana,26.0,0.174
546,2011,Overall,Nebraska,18.0,0.457
547,2011,Overall,Nevada,39.0,-0.402
548,2011,Overall,New Hampshire,2.0,1.085
549,2011,Overall,New Jersey,17.0,0.462
550,2011,Overall,New Mexico,32.0,-0.071
551,2011,Overall,New York,20.0,0.35
552,2011,Overall,North Carolina,35.0,-0.17600000000000002
553,2011,Overall,North Dakota,11.0,0.575
554,2011,Overall,Ohio,36.0,-0.28300000000000003
555,2011,Overall,Oklahoma,46.0,-0.6559999999999999
556,2011,Overall,Oregon,8.0,0.718
557,2011,Overall,Pennsylvania,28.0,0.105
558,2011,Overall,Rhode Island,13.0,0.5529999999999999
559,2011,Overall,South Carolina,45.0,-0.636
560,2011,Overall,South Dakota,19.0,0.405
561,2011,Overall,Tennessee,41.0,-0.416
562,2011,Overall,Texas,42.0,-0.424
563,2011,Overall,Utah,5.0,0.89
564,2011,Overall,Vermont,1.0,1.227
565,2011,Overall,Virginia,23.0,0.284
566,2011,Overall,Washington,9.0,0.665
567,2011,Overall,West Virginia,43.0,-0.574
568,2011,Overall,Wisconsin,12.0,0.5539999999999999
569,2011,Overall,Wyoming,21.0,0.313
570,2011,Overall,United States,,
571,2011,Overall,District of Columbia,,
572,2011,Primary Care Physicians,Maryland,2.0,179.6
573,2011,Primary Care Physicians,Mississippi,48.0,82.2
574,2011,Primary Care Physicians,Texas,42.0,95.6
575,2011,Primary Care Physicians,Missouri,33.0,106.8
576,2011,Primary Care Physicians,Utah,45.0,88.4
577,2011,Primary Care Physicians,Oklahoma,49.0,81.7
578,2011,Primary Care Physicians,Alabama,40.0,99.7
579,2011,Primary Care Physicians,New Hampshire,10.0,131.7
580,2011,Primary Care Physicians,Wyoming,43.0,93.7
581,2011,Primary Care Physicians,Florida,30.0,109.7
582,2011,Primary Care Physicians,New York,5.0,167.0
583,2011,Primary Care Physicians,District of Columbia,,330.2
584,2011,Primary Care Physicians,Vermont,3.0,170.3
585,2011,Primary Care Physicians,Oregon,14.0,126.9
586,2011,Primary Care Physicians,Kansas,37.0,102.4
587,2011,Primary Care Physicians,Idaho,50.0,77.7
588,2011,Primary Care Physicians,Virginia,16.0,126.8
589,2011,Primary Care Physicians,South Dakota,29.0,110.5
590,2011,Primary Care Physicians,Michigan,24.0,117.8
591,2011,Primary Care Physicians,Montana,39.0,100.1
592,2011,Primary Care Physicians,Tennessee,18.0,122.4
593,2011,Primary Care Physicians,North Dakota,14.0,126.9
594,2011,Primary Care Physicians,Ohio,19.0,121.2
595,2011,Primary Care Physicians,Kentucky,35.0,104.2
596,2011,Primary Care Physicians,Minnesota,9.0,140.3
597,2011,Primary Care Physicians,Louisiana,23.0,117.9
598,2011,Primary Care Physicians,Rhode Island,4.0,168.2
599,2011,Primary Care Physicians,Georgia,38.0,100.2
600,2011,Primary Care Physicians,Nebraska,21.0,119.6
601,2011,Primary Care Physicians,Washington,17.0,124.6
602,2011,Primary Care Physicians,Maine,12.0,129.3
603,2011,Primary Care Physicians,Connecticut,6.0,164.0
604,2011,Primary Care Physicians,South Carolina,34.0,104.6
605,2011,Primary Care Physicians,Illinois,11.0,129.6
606,2011,Primary Care Physicians,Massachusetts,1.0,191.9
607,2011,Primary Care Physicians,Pennsylvania,13.0,127.8
608,2011,Primary Care Physicians,Alaska,28.0,111.5
609,2011,Primary Care Physicians,New Jersey,8.0,142.8
610,2011,Primary Care Physicians,Colorado,25.0,116.7
611,2011,Primary Care Physicians,Delaware,31.0,108.2
612,2011,Primary Care Physicians,New Mexico,27.0,113.9
613,2011,Primary Care Physicians,West Virginia,32.0,107.2
614,2011,Primary Care Physicians,Nevada,46.0,85.5
615,2011,Primary Care Physicians,Wisconsin,20.0,121.0
616,2011,Primary Care Physicians,United States,,121.0
617,2011,Primary Care Physicians,North Carolina,26.0,115.6
618,2011,Primary Care Physicians,Hawaii,7.0,148.6
619,2011,Primary Care Physicians,Arizona,44.0,92.6
620,2011,Primary Care Physicians,Indiana,36.0,102.5
621,2011,Primary Care Physicians,California,22.0,119.0
622,2011,Primary Care Physicians,Arkansas,41.0,99.5
623,2011,Primary Care Physicians,Iowa,47.0,84.2
624,2012,All Determinants,Alaska,26.0,0.068
625,2012,All Determinants,Alabama,44.0,-0.389
626,2012,All Determinants,United States,,
627,2012,All Determinants,Arkansas,48.0,-0.586
628,2012,All Determinants,Arizona,29.0,0.006
629,2012,All Determinants,California,21.0,0.198
630,2012,All Determinants,Colorado,10.0,0.434
631,2012,All Determinants,Connecticut,6.0,0.5820000000000001
632,2012,All Determinants,District of Columbia,,
633,2012,All Determinants,Delaware,32.0,-0.146
634,2012,All Determinants,Florida,33.0,-0.146
635,2012,All Determinants,Georgia,39.0,-0.287
636,2012,All Determinants,Hawaii,3.0,0.662
637,2012,All Determinants,Iowa,22.0,0.18600000000000005
638,2012,All Determinants,Idaho,20.0,0.249
639,2012,All Determinants,Illinois,30.0,-0.027000000000000003
640,2012,All Determinants,Indiana,40.0,-0.293
641,2012,All Determinants,Kansas,28.0,0.027000000000000003
642,2012,All Determinants,Kentucky,43.0,-0.306
643,2012,All Determinants,Louisiana,49.0,-0.713
644,2012,All Determinants,Massachusetts,2.0,0.684
645,2012,All Determinants,Maryland,16.0,0.305
646,2012,All Determinants,Maine,11.0,0.424
647,2012,All Determinants,Michigan,31.0,-0.133
648,2012,All Determinants,Minnesota,5.0,0.601
649,2012,All Determinants,Missouri,37.0,-0.266
650,2012,All Determinants,Mississippi,50.0,-0.7340000000000001
651,2012,All Determinants,Montana,27.0,0.036000000000000004
652,2012,All Determinants,North Carolina,34.0,-0.147
653,2012,All Determinants,North Dakota,9.0,0.452
654,2012,All Determinants,Nebraska,15.0,0.376
655,2012,All Determinants,New Hampshire,4.0,0.657
656,2012,All Determinants,New Jersey,8.0,0.515
657,2012,All Determinants,New Mexico,42.0,-0.301
658,2012,All Determinants,Nevada,41.0,-0.298
659,2012,All Determinants,New York,18.0,0.301
660,2012,All Determinants,Ohio,35.0,-0.161
661,2012,All Determinants,Oklahoma,45.0,-0.426
662,2012,All Determinants,Oregon,12.0,0.399
663,2012,All Determinants,Pennsylvania,25.0,0.075
664,2012,All Determinants,Rhode Island,14.0,0.378
665,2012,All Determinants,South Carolina,47.0,-0.557
666,2012,All Determinants,South Dakota,24.0,0.122
667,2012,All Determinants,Tennessee,36.0,-0.263
668,2012,All Determinants,Texas,38.0,-0.273
669,2012,All Determinants,Utah,7.0,0.529
670,2012,All Determinants,Virginia,19.0,0.255
671,2012,All Determinants,Vermont,1.0,0.821
672,2012,All Determinants,Washington,13.0,0.399
673,2012,All Determinants,Wisconsin,17.0,0.303
674,2012,All Determinants,West Virginia,46.0,-0.496
675,2012,All Determinants,Wyoming,23.0,0.132
676,2012,High Health Status - Female,Alabama,8.0,45.1
677,2012,High Health Status - Female,Alaska,22.0,50.3
678,2012,High Health Status - Female,Arizona,21.0,49.8
679,2012,High Health Status - Female,Arkansas,2.0,41.2
680,2012,High Health Status - Female,California,25.0,51.4
681,2012,High Health Status - Female,Colorado,47.0,57.6
682,2012,High Health Status - Female,Connecticut,45.0,57.2
683,2012,High Health Status - Female,Delaware,33.0,54.1
684,2012,High Health Status - Female,Florida,17.0,48.8
685,2012,High Health Status - Female,Georgia,14.0,48.2
686,2012,High Health Status - Female,Hawaii,13.0,47.3
687,2012,High Health Status - Female,Idaho,30.0,53.1
688,2012,High Health Status - Female,Illinois,19.0,49.5
689,2012,High Health Status - Female,Indiana,15.0,48.3
690,2012,High Health Status - Female,Iowa,42.0,56.0
691,2012,High Health Status - Female,Kansas,32.0,53.7
692,2012,High Health Status - Female,Kentucky,4.0,44.2
693,2012,High Health Status - Female,Louisiana,6.0,44.9
694,2012,High Health Status - Female,Maine,39.0,54.9
695,2012,High Health Status - Female,Maryland,40.0,55.3
696,2012,High Health Status - Female,Massachusetts,48.0,58.2
697,2012,High Health Status - Female,Michigan,23.0,50.4
698,2012,High Health Status - Female,Minnesota,50.0,59.7
699,2012,High Health Status - Female,Mississippi,3.0,41.8
700,2012,High Health Status - Female,Missouri,16.0,48.7
701,2012,High Health Status - Female,Montana,35.0,54.4
702,2012,High Health Status - Female,Nebraska,38.0,54.6
703,2012,High Health Status - Female,Nevada,9.0,46.0
704,2012,High Health Status - Female,New Hampshire,46.0,57.3
705,2012,High Health Status - Female,New Jersey,29.0,52.4
706,2012,High Health Status - Female,New Mexico,7.0,45.0
707,2012,High Health Status - Female,New York,24.0,50.6
708,2012,High Health Status - Female,North Carolina,18.0,49.4
709,2012,High Health Status - Female,North Dakota,33.0,54.1
710,2012,High Health Status - Female,Ohio,20.0,49.7
711,2012,High Health Status - Female,Oklahoma,10.0,46.1
712,2012,High Health Status - Female,Oregon,37.0,54.5
713,2012,High Health Status - Female,Pennsylvania,27.0,52.2
714,2012,High Health Status - Female,Rhode Island,25.0,51.4
715,2012,High Health Status - Female,South Carolina,12.0,47.0
716,2012,High Health Status - Female,South Dakota,42.0,56.0
717,2012,High Health Status - Female,Tennessee,11.0,46.3
718,2012,High Health Status - Female,Texas,5.0,44.3
719,2012,High Health Status - Female,Utah,44.0,56.7
720,2012,High Health Status - Female,Vermont,49.0,59.3
721,2012,High Health Status - Female,Virginia,28.0,52.3
722,2012,High Health Status - Female,Washington,31.0,53.5
723,2012,High Health Status - Female,West Virginia,1.0,40.7
724,2012,High Health Status - Female,Wisconsin,41.0,55.6
725,2012,High Health Status - Female,Wyoming,35.0,54.4
726,2012,High Health Status - Female,United States,,50.3
727,2012,High Health Status - Female,District of Columbia,,59.1
728,2012,Overall,Alaska,24.0,0.231
729,2012,Overall,Alabama,45.0,-0.7070000000000001
730,2012,Overall,United States,,
731,2012,Overall,Arkansas,48.0,-0.8690000000000001
732,2012,Overall,Arizona,26.0,0.106
733,2012,Overall,California,21.0,0.28
734,2012,Overall,Colorado,9.0,0.62
735,2012,Overall,Connecticut,7.0,0.679
736,2012,Overall,District of Columbia,,
737,2012,Overall,Delaware,32.0,-0.174
738,2012,Overall,Florida,31.0,-0.16699999999999998
739,2012,Overall,Georgia,39.0,-0.369
740,2012,Overall,Hawaii,1.0,0.992
741,2012,Overall,Iowa,17.0,0.378
742,2012,Overall,Idaho,19.0,0.319
743,2012,Overall,Illinois,30.0,-0.106
744,2012,Overall,Indiana,41.0,-0.408
745,2012,Overall,Kansas,27.0,0.07200000000000001
746,2012,Overall,Kentucky,43.0,-0.597
747,2012,Overall,Louisiana,49.0,-0.995
748,2012,Overall,Massachusetts,4.0,0.802
749,2012,Overall,Maryland,20.0,0.315
750,2012,Overall,Maine,15.0,0.404
751,2012,Overall,Michigan,33.0,-0.23
752,2012,Overall,Minnesota,3.0,0.917
753,2012,Overall,Missouri,40.0,-0.395
754,2012,Overall,Mississippi,50.0,-1.044
755,2012,Overall,Montana,28.0,0.067
756,2012,Overall,North Carolina,34.0,-0.26
757,2012,Overall,North Dakota,8.0,0.6579999999999999
758,2012,Overall,Nebraska,11.0,0.541
759,2012,Overall,New Hampshire,5.0,0.7879999999999999
760,2012,Overall,New Jersey,10.0,0.615
761,2012,Overall,New Mexico,36.0,-0.272
762,2012,Overall,Nevada,37.0,-0.294
763,2012,Overall,New York,18.0,0.344
764,2012,Overall,Ohio,38.0,-0.305
765,2012,Overall,Oklahoma,46.0,-0.7190000000000001
766,2012,Overall,Oregon,14.0,0.431
767,2012,Overall,Pennsylvania,29.0,-0.019
768,2012,Overall,Rhode Island,16.0,0.385
769,2012,Overall,South Carolina,44.0,-0.691
770,2012,Overall,South Dakota,23.0,0.239
771,2012,Overall,Tennessee,42.0,-0.488
772,2012,Overall,Texas,35.0,-0.271
773,2012,Overall,Utah,6.0,0.768
774,2012,Overall,Virginia,22.0,0.262
775,2012,Overall,Vermont,2.0,0.947
776,2012,Overall,Washington,12.0,0.477
777,2012,Overall,Wisconsin,13.0,0.474
778,2012,Overall,West Virginia,47.0,-0.848
779,2012,Overall,Wyoming,25.0,0.198
780,2012,Primary Care Physicians,Alabama,40.0,97.9
781,2012,Primary Care Physicians,Alaska,27.0,111.9
782,2012,Primary Care Physicians,Arizona,42.0,95.7
783,2012,Primary Care Physicians,Arkansas,39.0,98.0
784,2012,Primary Care Physicians,California,22.0,118.2
785,2012,Primary Care Physicians,Colorado,21.0,118.3
786,2012,Primary Care Physicians,Connecticut,6.0,157.9
787,2012,Primary Care Physicians,Delaware,30.0,108.8
788,2012,Primary Care Physicians,Florida,31.0,108.4
789,2012,Primary Care Physicians,Georgia,35.0,102.3
790,2012,Primary Care Physicians,Hawaii,8.0,138.0
791,2012,Primary Care Physicians,Idaho,50.0,77.5
792,2012,Primary Care Physicians,Illinois,11.0,130.4
793,2012,Primary Care Physicians,Indiana,38.0,101.5
794,2012,Primary Care Physicians,Iowa,46.0,84.3
795,2012,Primary Care Physicians,Kansas,37.0,101.7
796,2012,Primary Care Physicians,Kentucky,36.0,102.1
797,2012,Primary Care Physicians,Louisiana,24.0,116.9
798,2012,Primary Care Physicians,Maine,12.0,130.0
799,2012,Primary Care Physicians,Maryland,2.0,173.8
800,2012,Primary Care Physicians,Massachusetts,1.0,194.5
801,2012,Primary Care Physicians,Michigan,23.0,117.4
802,2012,Primary Care Physicians,Minnesota,7.0,141.6
803,2012,Primary Care Physicians,Mississippi,48.0,81.4
804,2012,Primary Care Physicians,Missouri,32.0,107.2
805,2012,Primary Care Physicians,Montana,40.0,97.9
806,2012,Primary Care Physicians,Nebraska,25.0,116.7
807,2012,Primary Care Physicians,Nevada,47.0,83.6
808,2012,Primary Care Physicians,New Hampshire,10.0,133.0
809,2012,Primary Care Physicians,New Jersey,9.0,137.7
810,2012,Primary Care Physicians,New Mexico,28.0,111.5
811,2012,Primary Care Physicians,New York,5.0,160.2
812,2012,Primary Care Physicians,North Carolina,26.0,114.7
813,2012,Primary Care Physicians,North Dakota,17.0,121.5
814,2012,Primary Care Physicians,Ohio,19.0,120.9
815,2012,Primary Care Physicians,Oklahoma,49.0,80.2
816,2012,Primary Care Physicians,Oregon,13.0,128.1
817,2012,Primary Care Physicians,Pennsylvania,14.0,127.0
818,2012,Primary Care Physicians,Rhode Island,3.0,172.4
819,2012,Primary Care Physicians,South Carolina,33.0,106.4
820,2012,Primary Care Physicians,South Dakota,29.0,109.1
821,2012,Primary Care Physicians,Tennessee,20.0,120.4
822,2012,Primary Care Physicians,Texas,43.0,95.0
823,2012,Primary Care Physicians,Utah,45.0,89.4
824,2012,Primary Care Physicians,Vermont,4.0,169.8
825,2012,Primary Care Physicians,Virginia,15.0,125.3
826,2012,Primary Care Physicians,Washington,16.0,124.6
827,2012,Primary Care Physicians,West Virginia,34.0,102.5
828,2012,Primary Care Physicians,Wisconsin,18.0,121.3
829,2012,Primary Care Physicians,Wyoming,44.0,89.6
830,2012,Primary Care Physicians,United States,,119.9
831,2012,Primary Care Physicians,District of Columbia,,342.9
832,2013,All Determinants,Alaska,26.0,0.053
833,2013,All Determinants,Alabama,46.0,-0.449
834,2013,All Determinants,United States,,
835,2013,All Determinants,Arkansas,50.0,-0.627
836,2013,All Determinants,Arizona,29.0,0.002
837,2013,All Determinants,California,21.0,0.227
838,2013,All Determinants,Colorado,8.0,0.39
839,2013,All Determinants,Connecticut,4.0,0.504
840,2013,All Determinants,District of Columbia,,
841,2013,All Determinants,Delaware,31.0,-0.062
842,2013,All Determinants,Florida,32.0,-0.126
843,2013,All Determinants,Georgia,40.0,-0.298
844,2013,All Determinants,Hawaii,2.0,0.597
845,2013,All Determinants,Iowa,22.0,0.163
846,2013,All Determinants,Idaho,15.0,0.304
847,2013,All Determinants,Illinois,30.0,-0.062
848,2013,All Determinants,Indiana,41.0,-0.342
849,2013,All Determinants,Kansas,27.0,0.025
850,2013,All Determinants,Kentucky,44.0,-0.425
851,2013,All Determinants,Louisiana,49.0,-0.611
852,2013,All Determinants,Massachusetts,3.0,0.575
853,2013,All Determinants,Maryland,20.0,0.228
854,2013,All Determinants,Maine,12.0,0.327
855,2013,All Determinants,Michigan,33.0,-0.13
856,2013,All Determinants,Minnesota,7.0,0.404
857,2013,All Determinants,Missouri,38.0,-0.264
858,2013,All Determinants,Mississippi,48.0,-0.593
859,2013,All Determinants,Montana,23.0,0.14800000000000002
860,2013,All Determinants,North Carolina,34.0,-0.177
861,2013,All Determinants,North Dakota,11.0,0.332
862,2013,All Determinants,Nebraska,17.0,0.252
863,2013,All Determinants,New Hampshire,5.0,0.495
864,2013,All Determinants,New Jersey,10.0,0.353
865,2013,All Determinants,New Mexico,35.0,-0.206
866,2013,All Determinants,Nevada,39.0,-0.289
867,2013,All Determinants,New York,14.0,0.312
868,2013,All Determinants,Ohio,37.0,-0.255
869,2013,All Determinants,Oklahoma,43.0,-0.415
870,2013,All Determinants,Oregon,9.0,0.3670000000000001
871,2013,All Determinants,Pennsylvania,28.0,0.004
872,2013,All Determinants,Rhode Island,13.0,0.32
873,2013,All Determinants,South Carolina,47.0,-0.516
874,2013,All Determinants,South Dakota,25.0,0.062
875,2013,All Determinants,Tennessee,42.0,-0.349
876,2013,All Determinants,Texas,36.0,-0.247
877,2013,All Determinants,Utah,6.0,0.43
878,2013,All Determinants,Virginia,18.0,0.244
879,2013,All Determinants,Vermont,1.0,0.698
880,2013,All Determinants,Washington,16.0,0.28300000000000003
881,2013,All Determinants,Wisconsin,24.0,0.141
882,2013,All Determinants,West Virginia,45.0,-0.433
883,2013,All Determinants,Wyoming,19.0,0.233
884,2013,High Health Status - Female,Alabama,3.0,42.4
885,2013,High Health Status - Female,Alaska,26.0,52.4
886,2013,High Health Status - Female,Arizona,21.0,50.5
887,2013,High Health Status - Female,Arkansas,2.0,42.3
888,2013,High Health Status - Female,California,29.0,53.0
889,2013,High Health Status - Female,Colorado,40.0,57.0
890,2013,High Health Status - Female,Connecticut,43.0,57.2
891,2013,High Health Status - Female,Delaware,31.0,53.2
892,2013,High Health Status - Female,Florida,16.0,48.8
893,2013,High Health Status - Female,Georgia,13.0,46.9
894,2013,High Health Status - Female,Hawaii,8.0,45.2
895,2013,High Health Status - Female,Idaho,24.0,51.9
896,2013,High Health Status - Female,Illinois,23.0,51.4
897,2013,High Health Status - Female,Indiana,14.0,47.6
898,2013,High Health Status - Female,Iowa,39.0,55.6
899,2013,High Health Status - Female,Kansas,31.0,53.2
900,2013,High Health Status - Female,Kentucky,5.0,44.3
901,2013,High Health Status - Female,Louisiana,6.0,44.5
902,2013,High Health Status - Female,Maine,44.0,57.5
903,2013,High Health Status - Female,Maryland,34.0,53.7
904,2013,High Health Status - Female,Massachusetts,49.0,59.8
905,2013,High Health Status - Female,Michigan,19.0,50.2
906,2013,High Health Status - Female,Minnesota,47.0,58.3
907,2013,High Health Status - Female,Mississippi,4.0,43.0
908,2013,High Health Status - Female,Missouri,18.0,49.8
909,2013,High Health Status - Female,Montana,38.0,54.7
910,2013,High Health Status - Female,Nebraska,35.0,54.6
911,2013,High Health Status - Female,Nevada,11.0,45.9
912,2013,High Health Status - Female,New Hampshire,48.0,59.4
913,2013,High Health Status - Female,New Jersey,33.0,53.5
914,2013,High Health Status - Female,New Mexico,10.0,45.4
915,2013,High Health Status - Female,New York,22.0,51.3
916,2013,High Health Status - Female,North Carolina,17.0,49.5
917,2013,High Health Status - Female,North Dakota,35.0,54.6
918,2013,High Health Status - Female,Ohio,19.0,50.2
919,2013,High Health Status - Female,Oklahoma,15.0,48.5
920,2013,High Health Status - Female,Oregon,30.0,53.1
921,2013,High Health Status - Female,Pennsylvania,27.0,52.5
922,2013,High Health Status - Female,Rhode Island,35.0,54.6
923,2013,High Health Status - Female,South Carolina,12.0,46.2
924,2013,High Health Status - Female,South Dakota,46.0,58.1
925,2013,High Health Status - Female,Tennessee,6.0,44.5
926,2013,High Health Status - Female,Texas,9.0,45.3
927,2013,High Health Status - Female,Utah,42.0,57.1
928,2013,High Health Status - Female,Vermont,50.0,60.4
929,2013,High Health Status - Female,Virginia,25.0,52.0
930,2013,High Health Status - Female,Washington,28.0,52.7
931,2013,High Health Status - Female,West Virginia,1.0,40.3
932,2013,High Health Status - Female,Wisconsin,40.0,57.0
933,2013,High Health Status - Female,Wyoming,44.0,57.5
934,2013,High Health Status - Female,United States,,50.7
935,2013,High Health Status - Female,District of Columbia,,60.6
936,2013,Overall,Alaska,25.0,0.275
937,2013,Overall,Alabama,47.0,-0.8220000000000001
938,2013,Overall,United States,,
939,2013,Overall,Arkansas,49.0,-0.893
940,2013,Overall,Arizona,28.0,0.02
941,2013,Overall,California,21.0,0.31
942,2013,Overall,Colorado,8.0,0.565
943,2013,Overall,Connecticut,7.0,0.649
944,2013,Overall,District of Columbia,,
945,2013,Overall,Delaware,31.0,-0.097
946,2013,Overall,Florida,33.0,-0.21
947,2013,Overall,Georgia,38.0,-0.315
948,2013,Overall,Hawaii,1.0,0.919
949,2013,Overall,Iowa,18.0,0.317
950,2013,Overall,Idaho,12.0,0.442
951,2013,Overall,Illinois,30.0,-0.096
952,2013,Overall,Indiana,41.0,-0.487
953,2013,Overall,Kansas,27.0,0.122
954,2013,Overall,Kentucky,45.0,-0.716
955,2013,Overall,Louisiana,48.0,-0.8440000000000001
956,2013,Overall,Massachusetts,4.0,0.725
957,2013,Overall,Maryland,24.0,0.276
958,2013,Overall,Maine,16.0,0.366
959,2013,Overall,Michigan,34.0,-0.218
960,2013,Overall,Minnesota,3.0,0.731
961,2013,Overall,Missouri,39.0,-0.373
962,2013,Overall,Mississippi,50.0,-0.894
963,2013,Overall,Montana,23.0,0.277
964,2013,Overall,North Carolina,35.0,-0.247
965,2013,Overall,North Dakota,9.0,0.557
966,2013,Overall,Nebraska,11.0,0.46
967,2013,Overall,New Hampshire,5.0,0.703
968,2013,Overall,New Jersey,10.0,0.531
969,2013,Overall,New Mexico,32.0,-0.175
970,2013,Overall,Nevada,37.0,-0.294
971,2013,Overall,New York,15.0,0.37
972,2013,Overall,Ohio,40.0,-0.407
973,2013,Overall,Oklahoma,44.0,-0.6659999999999999
974,2013,Overall,Oregon,13.0,0.426
975,2013,Overall,Pennsylvania,29.0,-0.022
976,2013,Overall,Rhode Island,19.0,0.317
977,2013,Overall,South Carolina,43.0,-0.635
978,2013,Overall,South Dakota,22.0,0.284
979,2013,Overall,Tennessee,42.0,-0.579
980,2013,Overall,Texas,36.0,-0.25
981,2013,Overall,Utah,6.0,0.695
982,2013,Overall,Virginia,26.0,0.259
983,2013,Overall,Vermont,2.0,0.868
984,2013,Overall,Washington,14.0,0.403
985,2013,Overall,Wisconsin,20.0,0.313
986,2013,Overall,West Virginia,46.0,-0.727
987,2013,Overall,Wyoming,17.0,0.355
988,2013,Primary Care Physicians,Alabama,39.0,99.9
989,2013,Primary Care Physicians,Alaska,28.0,112.1
990,2013,Primary Care Physicians,Arizona,42.0,96.0
991,2013,Primary Care Physicians,Arkansas,39.0,99.9
992,2013,Primary Care Physicians,California,22.0,118.2
993,2013,Primary Care Physicians,Colorado,24.0,117.9
994,2013,Primary Care Physicians,Connecticut,6.0,162.3
995,2013,Primary Care Physicians,Delaware,29.0,110.5
996,2013,Primary Care Physicians,Florida,32.0,107.6
997,2013,Primary Care Physicians,Georgia,36.0,102.5
998,2013,Primary Care Physicians,Hawaii,9.0,139.4
999,2013,Primary Care Physicians,Idaho,50.0,78.0
1000,2013,Primary Care Physicians,Illinois,11.0,133.2
1001,2013,Primary Care Physicians,Indiana,38.0,101.6
1002,2013,Primary Care Physicians,Iowa,46.0,84.7
1003,2013,Primary Care Physicians,Kansas,35.0,105.1
1004,2013,Primary Care Physicians,Kentucky,36.0,102.5
1005,2013,Primary Care Physicians,Louisiana,20.0,120.3
1006,2013,Primary Care Physicians,Maine,14.0,129.1
1007,2013,Primary Care Physicians,Maryland,2.0,175.3
1008,2013,Primary Care Physicians,Massachusetts,1.0,196.1
1009,2013,Primary Care Physicians,Michigan,21.0,119.4
1010,2013,Primary Care Physicians,Minnesota,7.0,143.5
1011,2013,Primary Care Physicians,Mississippi,49.0,82.1
1012,2013,Primary Care Physicians,Missouri,30.0,110.2
1013,2013,Primary Care Physicians,Montana,41.0,97.4
1014,2013,Primary Care Physicians,Nebraska,23.0,118.0
1015,2013,Primary Care Physicians,Nevada,47.0,84.5
1016,2013,Primary Care Physicians,New Hampshire,10.0,133.6
1017,2013,Primary Care Physicians,New Jersey,8.0,140.4
1018,2013,Primary Care Physicians,New Mexico,27.0,113.5
1019,2013,Primary Care Physicians,New York,5.0,164.0
1020,2013,Primary Care Physicians,North Carolina,26.0,114.9
1021,2013,Primary Care Physicians,North Dakota,25.0,115.9
1022,2013,Primary Care Physicians,Ohio,16.0,123.8
1023,2013,Primary Care Physicians,Oklahoma,48.0,82.7
1024,2013,Primary Care Physicians,Oregon,13.0,129.4
1025,2013,Primary Care Physicians,Pennsylvania,12.0,129.8
1026,2013,Primary Care Physicians,Rhode Island,3.0,173.4
1027,2013,Primary Care Physicians,South Carolina,33.0,105.9
1028,2013,Primary Care Physicians,South Dakota,31.0,109.4
1029,2013,Primary Care Physicians,Tennessee,18.0,122.4
1030,2013,Primary Care Physicians,Texas,43.0,95.3
1031,2013,Primary Care Physicians,Utah,45.0,88.5
1032,2013,Primary Care Physicians,Vermont,4.0,170.9
1033,2013,Primary Care Physicians,Virginia,15.0,124.4
1034,2013,Primary Care Physicians,Washington,17.0,123.4
1035,2013,Primary Care Physicians,West Virginia,34.0,105.5
1036,2013,Primary Care Physicians,Wisconsin,19.0,121.8
1037,2013,Primary Care Physicians,Wyoming,44.0,90.2
1038,2013,Primary Care Physicians,United States,,120.9
1039,2013,Primary Care Physicians,District of Columbia,,326.7
1040,2014,All Determinants,Alaska,29.0,-0.058
1041,2014,All Determinants,Alabama,41.0,-0.335
1042,2014,All Determinants,United States,,
1043,2014,All Determinants,Arkansas,49.0,-0.655
1044,2014,All Determinants,Arizona,28.0,-0.008
1045,2014,All Determinants,California,17.0,0.294
1046,2014,All Determinants,Colorado,11.0,0.35
1047,2014,All Determinants,Connecticut,4.0,0.56
1048,2014,All Determinants,District of Columbia,,
1049,2014,All Determinants,Delaware,33.0,-0.126
1050,2014,All Determinants,Florida,31.0,-0.098
1051,2014,All Determinants,Georgia,40.0,-0.292
1052,2014,All Determinants,Hawaii,3.0,0.5670000000000001
1053,2014,All Determinants,Iowa,25.0,0.07400000000000001
1054,2014,All Determinants,Idaho,20.0,0.229
1055,2014,All Determinants,Illinois,30.0,-0.066
1056,2014,All Determinants,Indiana,39.0,-0.257
1057,2014,All Determinants,Kansas,27.0,0.003
1058,2014,All Determinants,Kentucky,47.0,-0.487
1059,2014,All Determinants,Louisiana,48.0,-0.53
1060,2014,All Determinants,Massachusetts,2.0,0.597
1061,2014,All Determinants,Maryland,16.0,0.305
1062,2014,All Determinants,Maine,18.0,0.289
1063,2014,All Determinants,Michigan,32.0,-0.1
1064,2014,All Determinants,Minnesota,7.0,0.4
1065,2014,All Determinants,Missouri,37.0,-0.241
1066,2014,All Determinants,Mississippi,50.0,-0.6609999999999999
1067,2014,All Determinants,Montana,23.0,0.162
1068,2014,All Determinants,North Carolina,36.0,-0.173
1069,2014,All Determinants,North Dakota,13.0,0.333
1070,2014,All Determinants,Nebraska,10.0,0.36
1071,2014,All Determinants,New Hampshire,5.0,0.518
1072,2014,All Determinants,New Jersey,12.0,0.337
1073,2014,All Determinants,New Mexico,34.0,-0.16399999999999998
1074,2014,All Determinants,Nevada,42.0,-0.373
1075,2014,All Determinants,New York,9.0,0.37
