year,measure_name,state,rank,value
2011,Primary Care Physicians,Wyoming,43.0,93.7
2011,Primary Care Physicians,Florida,30.0,109.7
2011,Primary Care Physicians,New York,5.0,167.0
2011,Primary Care Physicians,District of Columbia,,330.2
2011,Primary Care Physicians,Vermont,3.0,170.3
2011,Primary Care Physicians,Oregon,14.0,126.9
2011,Primary Care Physicians,Kansas,37.0,102.4
2011,Primary Care Physicians,Idaho,50.0,77.7
2011,Primary Care Physicians,Virginia,16.0,126.8
2011,Primary Care Physicians,South Dakota,29.0,110.5
2011,Primary Care Physicians,Michigan,24.0,117.8
2011,Primary Care Physicians,Montana,39.0,100.1
2011,Primary Care Physicians,Tennessee,18.0,122.4
2011,Primary Care Physicians,North Dakota,14.0,126.9
2011,Primary Care Physicians,Ohio,19.0,121.2
2011,Primary Care Physicians,Kentucky,35.0,104.2
2011,Primary Care Physicians,Minnesota,9.0,140.3
2011,Primary Care Physicians,Louisiana,23.0,117.9
2011,Primary Care Physicians,Rhode Island,4.0,168.2
2011,Primary Care Physicians,Georgia,38.0,100.2
2011,Primary Care Physicians,Nebraska,21.0,119.6
2011,Primary Care Physicians,Washington,17.0,124.6
2011,Primary Care Physicians,Maine,12.0,129.3
2011,Primary Care Physicians,Connecticut,6.0,164.0
2011,Primary Care Physicians,South Carolina,34.0,104.6
2011,Primary Care Physicians,Illinois,11.0,129.6
2011,Primary Care Physicians,Massachusetts,1.0,191.9
2011,Primary Care Physicians,Pennsylvania,13.0,127.8
2011,Primary Care Physicians,Alaska,28.0,111.5
2011,Primary Care Physicians,New Jersey,8.0,142.8
2011,Primary Care Physicians,Colorado,25.0,116.7
2011,Primary Care Physicians,Delaware,31.0,108.2
2011,Primary Care Physicians,New Mexico,27.0,113.9
2011,Primary Care Physicians,West Virginia,32.0,107.2
2011,Primary Care Physicians,Nevada,46.0,85.5
2011,Primary Care Physicians,Wisconsin,20.0,121.0
2011,Primary Care Physicians,United States,,121.0
2011,Primary Care Physicians,North Carolina,26.0,115.6
2011,Primary Care Physicians,Hawaii,7.0,148.6
2011,Primary Care Physicians,Arizona,44.0,92.6
2011,Primary Care Physicians,Indiana,36.0,102.5
2011,Primary Care Physicians,California,22.0,119.0
2011,Primary Care Physicians,Arkansas,41.0,99.5
2011,Primary Care Physicians,Iowa,47.0,84.2
2012,All Determinants,Alaska,26.0,0.068
2012,All Determinants,Alabama,44.0,-0.389
2012,All Determinants,United States,,
2012,All Determinants,Arkansas,48.0,-0.586
2012,All Determinants,Arizona,29.0,0.006
2012,All Determinants,California,21.0,0.198
2012,All Determinants,Colorado,10.0,0.434
2012,All Determinants,Connecticut,6.0,0.5820000000000001
2012,All Determinants,District of Columbia,,
2012,All Determinants,Delaware,32.0,-0.146
2012,All Determinants,Florida,33.0,-0.146
2012,All Determinants,Georgia,39.0,-0.287
2012,All Determinants,Hawaii,3.0,0.662
2012,All Determinants,Iowa,22.0,0.18600000000000003
2012,All Determinants,Idaho,20.0,0.249
2012,All Determinants,Illinois,30.0,-0.027000000000000003
2012,All Determinants,Indiana,40.0,-0.293
2012,All Determinants,Kansas,28.0,0.027000000000000003
2012,All Determinants,Kentucky,43.0,-0.306
2012,All Determinants,Louisiana,49.0,-0.713
2012,All Determinants,Massachusetts,2.0,0.684
2012,All Determinants,Maryland,16.0,0.305
2012,All Determinants,Maine,11.0,0.424
2012,All Determinants,Michigan,31.0,-0.133
2012,All Determinants,Minnesota,5.0,0.601
2012,All Determinants,Missouri,37.0,-0.266
2012,All Determinants,Mississippi,50.0,-0.7340000000000001
2012,All Determinants,Montana,27.0,0.036000000000000004
2012,All Determinants,North Carolina,34.0,-0.147
2012,All Determinants,North Dakota,9.0,0.452
2012,All Determinants,Nebraska,15.0,0.376
2012,All Determinants,New Hampshire,4.0,0.657
2012,All Determinants,New Jersey,8.0,0.515
2012,All Determinants,New Mexico,42.0,-0.301
2012,All Determinants,Nevada,41.0,-0.298
2012,All Determinants,New York,18.0,0.301
2012,All Determinants,Ohio,35.0,-0.161
2012,All Determinants,Oklahoma,45.0,-0.426
2012,All Determinants,Oregon,12.0,0.39899999999999997
2012,All Determinants,Pennsylvania,25.0,0.075
2012,All Determinants,Rhode Island,14.0,0.37799999999999995
2012,All Determinants,South Carolina,47.0,-0.557
2012,All Determinants,South Dakota,24.0,0.122
2012,All Determinants,Tennessee,36.0,-0.263
2012,All Determinants,Texas,38.0,-0.273
2012,All Determinants,Utah,7.0,0.529
2012,All Determinants,Virginia,19.0,0.255
2012,All Determinants,Vermont,1.0,0.821
2012,All Determinants,Washington,13.0,0.39899999999999997
2012,All Determinants,Wisconsin,17.0,0.303
2012,All Determinants,West Virginia,46.0,-0.496
2012,All Determinants,Wyoming,23.0,0.132
2012,High Health Status - Female,Alabama,8.0,45.1
2012,High Health Status - Female,Alaska,22.0,50.3
2012,High Health Status - Female,Arizona,21.0,49.8
2012,High Health Status - Female,Arkansas,2.0,41.2
2012,High Health Status - Female,California,25.0,51.4
2012,High Health Status - Female,Colorado,47.0,57.6
2012,High Health Status - Female,Connecticut,45.0,57.2
2012,High Health Status - Female,Delaware,33.0,54.1
2012,High Health Status - Female,Florida,17.0,48.8
2012,High Health Status - Female,Georgia,14.0,48.2
2012,High Health Status - Female,Hawaii,13.0,47.3
2012,High Health Status - Female,Idaho,30.0,53.1
2012,High Health Status - Female,Illinois,19.0,49.5
2012,High Health Status - Female,Indiana,15.0,48.3
2012,High Health Status - Female,Iowa,42.0,56.0
2012,High Health Status - Female,Kansas,32.0,53.7
2012,High Health Status - Female,Kentucky,4.0,44.2
2012,High Health Status - Female,Louisiana,6.0,44.9
2012,High Health Status - Female,Maine,39.0,54.9
2012,High Health Status - Female,Maryland,40.0,55.3
2012,High Health Status - Female,Massachusetts,48.0,58.2
2012,High Health Status - Female,Michigan,23.0,50.4
2012,High Health Status - Female,Minnesota,50.0,59.7
2012,High Health Status - Female,Mississippi,3.0,41.8
2012,High Health Status - Female,Missouri,16.0,48.7
2012,High Health Status - Female,Montana,35.0,54.4
2012,High Health Status - Female,Nebraska,38.0,54.6
2012,High Health Status - Female,Nevada,9.0,46.0
2012,High Health Status - Female,New Hampshire,46.0,57.3
2012,High Health Status - Female,New Jersey,29.0,52.4
2012,High Health Status - Female,New Mexico,7.0,45.0
2012,High Health Status - Female,New York,24.0,50.6
2012,High Health Status - Female,North Carolina,18.0,49.4
2012,High Health Status - Female,North Dakota,33.0,54.1
2012,High Health Status - Female,Ohio,20.0,49.7
2012,High Health Status - Female,Oklahoma,10.0,46.1
2012,High Health Status - Female,Oregon,37.0,54.5
2012,High Health Status - Female,Pennsylvania,27.0,52.2
2012,High Health Status - Female,Rhode Island,25.0,51.4
2012,High Health Status - Female,South Carolina,12.0,47.0
2012,High Health Status - Female,South Dakota,42.0,56.0
2012,High Health Status - Female,Tennessee,11.0,46.3
2012,High Health Status - Female,Texas,5.0,44.3
2012,High Health Status - Female,Utah,44.0,56.7
2012,High Health Status - Female,Vermont,49.0,59.3
2012,High Health Status - Female,Virginia,28.0,52.3
2012,High Health Status - Female,Washington,31.0,53.5
2012,High Health Status - Female,West Virginia,1.0,40.7
2012,High Health Status - Female,Wisconsin,41.0,55.6
2012,High Health Status - Female,Wyoming,35.0,54.4
2012,High Health Status - Female,United States,,50.3
2012,High Health Status - Female,District of Columbia,,59.1
2012,Overall,Alaska,24.0,0.231
2012,Overall,Alabama,45.0,-0.7070000000000001
2012,Overall,United States,,
2012,Overall,Arkansas,48.0,-0.8690000000000001
2012,Overall,Arizona,26.0,0.106
2012,Overall,California,21.0,0.28
2012,Overall,Colorado,9.0,0.62
2012,Overall,Connecticut,7.0,0.679
2012,Overall,District of Columbia,,
2012,Overall,Delaware,32.0,-0.174
2012,Overall,Florida,31.0,-0.16699999999999998
2012,Overall,Georgia,39.0,-0.369
2012,Overall,Hawaii,1.0,0.992
2012,Overall,Iowa,17.0,0.37799999999999995
2012,Overall,Idaho,19.0,0.319
2012,Overall,Illinois,30.0,-0.106
2012,Overall,Indiana,41.0,-0.408
2012,Overall,Kansas,27.0,0.07200000000000001
2012,Overall,Kentucky,43.0,-0.597
2012,Overall,Louisiana,49.0,-0.995
2012,Overall,Massachusetts,4.0,0.802
2012,Overall,Maryland,20.0,0.315
2012,Overall,Maine,15.0,0.40399999999999997
2012,Overall,Michigan,33.0,-0.23
2012,Overall,Minnesota,3.0,0.917
2012,Overall,Missouri,40.0,-0.395
2012,Overall,Mississippi,50.0,-1.044
2012,Overall,Montana,28.0,0.067
2012,Overall,North Carolina,34.0,-0.26
2012,Overall,North Dakota,8.0,0.6579999999999999
2012,Overall,Nebraska,11.0,0.541
2012,Overall,New Hampshire,5.0,0.7879999999999999
2012,Overall,New Jersey,10.0,0.615
2012,Overall,New Mexico,36.0,-0.272
2012,Overall,Nevada,37.0,-0.294
2012,Overall,New York,18.0,0.344
2012,Overall,Ohio,38.0,-0.305
2012,Overall,Oklahoma,46.0,-0.7190000000000001
2012,Overall,Oregon,14.0,0.431
2012,Overall,Pennsylvania,29.0,-0.019
2012,Overall,Rhode Island,16.0,0.385
2012,Overall,South Carolina,44.0,-0.691
2012,Overall,South Dakota,23.0,0.239
2012,Overall,Tennessee,42.0,-0.488
2012,Overall,Texas,35.0,-0.271
2012,Overall,Utah,6.0,0.768
2012,Overall,Virginia,22.0,0.262
2012,Overall,Vermont,2.0,0.9470000000000001
2012,Overall,Washington,12.0,0.47700000000000004
2012,Overall,Wisconsin,13.0,0.474
2012,Overall,West Virginia,47.0,-0.848
2012,Overall,Wyoming,25.0,0.198
2012,Primary Care Physicians,Alabama,40.0,97.9
2012,Primary Care Physicians,Alaska,27.0,111.9
2012,Primary Care Physicians,Arizona,42.0,95.7
2012,Primary Care Physicians,Arkansas,39.0,98.0
2012,Primary Care Physicians,California,22.0,118.2
2012,Primary Care Physicians,Colorado,21.0,118.3
2012,Primary Care Physicians,Connecticut,6.0,157.9
2012,Primary Care Physicians,Delaware,30.0,108.8
2012,Primary Care Physicians,Florida,31.0,108.4
2012,Primary Care Physicians,Georgia,35.0,102.3
2012,Primary Care Physicians,Hawaii,8.0,138.0
2012,Primary Care Physicians,Idaho,50.0,77.5
2012,Primary Care Physicians,Illinois,11.0,130.4
2012,Primary Care Physicians,Indiana,38.0,101.5
2012,Primary Care Physicians,Iowa,46.0,84.3
2012,Primary Care Physicians,Kansas,37.0,101.7
2012,Primary Care Physicians,Kentucky,36.0,102.1
2012,Primary Care Physicians,Louisiana,24.0,116.9
2012,Primary Care Physicians,Maine,12.0,130.0
2012,Primary Care Physicians,Maryland,2.0,173.8
2012,Primary Care Physicians,Massachusetts,1.0,194.5
2012,Primary Care Physicians,Michigan,23.0,117.4
2012,Primary Care Physicians,Minnesota,7.0,141.6
2012,Primary Care Physicians,Mississippi,48.0,81.4
2012,Primary Care Physicians,Missouri,32.0,107.2
2012,Primary Care Physicians,Montana,40.0,97.9
2012,Primary Care Physicians,Nebraska,25.0,116.7
2012,Primary Care Physicians,Nevada,47.0,83.6
2012,Primary Care Physicians,New Hampshire,10.0,133.0
2012,Primary Care Physicians,New Jersey,9.0,137.7
2012,Primary Care Physicians,New Mexico,28.0,111.5
2012,Primary Care Physicians,New York,5.0,160.2
2012,Primary Care Physicians,North Carolina,26.0,114.7
2012,Primary Care Physicians,North Dakota,17.0,121.5
2012,Primary Care Physicians,Ohio,19.0,120.9
2012,Primary Care Physicians,Oklahoma,49.0,80.2
2012,Primary Care Physicians,Oregon,13.0,128.1
2012,Primary Care Physicians,Pennsylvania,14.0,127.0
2012,Primary Care Physicians,Rhode Island,3.0,172.4
2012,Primary Care Physicians,South Carolina,33.0,106.4
2012,Primary Care Physicians,South Dakota,29.0,109.1
2012,Primary Care Physicians,Tennessee,20.0,120.4
2012,Primary Care Physicians,Texas,43.0,95.0
2012,Primary Care Physicians,Utah,45.0,89.4
2012,Primary Care Physicians,Vermont,4.0,169.8
2012,Primary Care Physicians,Virginia,15.0,125.3
2012,Primary Care Physicians,Washington,16.0,124.6
2012,Primary Care Physicians,West Virginia,34.0,102.5
2012,Primary Care Physicians,Wisconsin,18.0,121.3
2012,Primary Care Physicians,Wyoming,44.0,89.6
2012,Primary Care Physicians,United States,,119.9
2012,Primary Care Physicians,District of Columbia,,342.9
2013,All Determinants,Alaska,26.0,0.053
2013,All Determinants,Alabama,46.0,-0.449
2013,All Determinants,United States,,
2013,All Determinants,Arkansas,50.0,-0.627
2013,All Determinants,Arizona,29.0,0.002
2013,All Determinants,California,21.0,0.22699999999999998
2013,All Determinants,Colorado,8.0,0.39
2013,All Determinants,Connecticut,4.0,0.504
2013,All Determinants,District of Columbia,,
2013,All Determinants,Delaware,31.0,-0.062
2013,All Determinants,Florida,32.0,-0.126
2013,All Determinants,Georgia,40.0,-0.298
2013,All Determinants,Hawaii,2.0,0.597
2013,All Determinants,Iowa,22.0,0.163
2013,All Determinants,Idaho,15.0,0.304
2013,All Determinants,Illinois,30.0,-0.062
2013,All Determinants,Indiana,41.0,-0.342
2013,All Determinants,Kansas,27.0,0.025
2013,All Determinants,Kentucky,44.0,-0.425
2013,All Determinants,Louisiana,49.0,-0.611
2013,All Determinants,Massachusetts,3.0,0.575
2013,All Determinants,Maryland,20.0,0.228
2013,All Determinants,Maine,12.0,0.327
2013,All Determinants,Michigan,33.0,-0.13
2013,All Determinants,Minnesota,7.0,0.40399999999999997
2013,All Determinants,Missouri,38.0,-0.264
2013,All Determinants,Mississippi,48.0,-0.593
2013,All Determinants,Montana,23.0,0.14800000000000002
2013,All Determinants,North Carolina,34.0,-0.177
2013,All Determinants,North Dakota,11.0,0.332
2013,All Determinants,Nebraska,17.0,0.252
2013,All Determinants,New Hampshire,5.0,0.495
2013,All Determinants,New Jersey,10.0,0.353
2013,All Determinants,New Mexico,35.0,-0.20600000000000002
2013,All Determinants,Nevada,39.0,-0.289
2013,All Determinants,New York,14.0,0.312
2013,All Determinants,Ohio,37.0,-0.255
2013,All Determinants,Oklahoma,43.0,-0.415
2013,All Determinants,Oregon,9.0,0.36700000000000005
2013,All Determinants,Pennsylvania,28.0,0.004
2013,All Determinants,Rhode Island,13.0,0.32
2013,All Determinants,South Carolina,47.0,-0.516
2013,All Determinants,South Dakota,25.0,0.062
2013,All Determinants,Tennessee,42.0,-0.349
2013,All Determinants,Texas,36.0,-0.247
2013,All Determinants,Utah,6.0,0.43
2013,All Determinants,Virginia,18.0,0.244
2013,All Determinants,Vermont,1.0,0.698
2013,All Determinants,Washington,16.0,0.28300000000000003
2013,All Determinants,Wisconsin,24.0,0.141
2013,All Determinants,West Virginia,45.0,-0.433
2013,All Determinants,Wyoming,19.0,0.233
2013,High Health Status - Female,Alabama,3.0,42.4
2013,High Health Status - Female,Alaska,26.0,52.4
2013,High Health Status - Female,Arizona,21.0,50.5
2013,High Health Status - Female,Arkansas,2.0,42.3
2013,High Health Status - Female,California,29.0,53.0
2013,High Health Status - Female,Colorado,40.0,57.0
2013,High Health Status - Female,Connecticut,43.0,57.2
2013,High Health Status - Female,Delaware,31.0,53.2
2013,High Health Status - Female,Florida,16.0,48.8
2013,High Health Status - Female,Georgia,13.0,46.9
2013,High Health Status - Female,Hawaii,8.0,45.2
2013,High Health Status - Female,Idaho,24.0,51.9
2013,High Health Status - Female,Illinois,23.0,51.4
2013,High Health Status - Female,Indiana,14.0,47.6
2013,High Health Status - Female,Iowa,39.0,55.6
2013,High Health Status - Female,Kansas,31.0,53.2
2013,High Health Status - Female,Kentucky,5.0,44.3
2013,High Health Status - Female,Louisiana,6.0,44.5
2013,High Health Status - Female,Maine,44.0,57.5
2013,High Health Status - Female,Maryland,34.0,53.7
2013,High Health Status - Female,Massachusetts,49.0,59.8
2013,High Health Status - Female,Michigan,19.0,50.2
2013,High Health Status - Female,Minnesota,47.0,58.3
2013,High Health Status - Female,Mississippi,4.0,43.0
2013,High Health Status - Female,Missouri,18.0,49.8
2013,High Health Status - Female,Montana,38.0,54.7
2013,High Health Status - Female,Nebraska,35.0,54.6
2013,High Health Status - Female,Nevada,11.0,45.9
2013,High Health Status - Female,New Hampshire,48.0,59.4
2013,High Health Status - Female,New Jersey,33.0,53.5
2013,High Health Status - Female,New Mexico,10.0,45.4
2013,High Health Status - Female,New York,22.0,51.3
2013,High Health Status - Female,North Carolina,17.0,49.5
2013,High Health Status - Female,North Dakota,35.0,54.6
2013,High Health Status - Female,Ohio,19.0,50.2
2013,High Health Status - Female,Oklahoma,15.0,48.5
2013,High Health Status - Female,Oregon,30.0,53.1
2013,High Health Status - Female,Pennsylvania,27.0,52.5
2013,High Health Status - Female,Rhode Island,35.0,54.6
2013,High Health Status - Female,South Carolina,12.0,46.2
2013,High Health Status - Female,South Dakota,46.0,58.1
2013,High Health Status - Female,Tennessee,6.0,44.5
2013,High Health Status - Female,Texas,9.0,45.3
2013,High Health Status - Female,Utah,42.0,57.1
2013,High Health Status - Female,Vermont,50.0,60.4
2013,High Health Status - Female,Virginia,25.0,52.0
2013,High Health Status - Female,Washington,28.0,52.7
2013,High Health Status - Female,West Virginia,1.0,40.3
2013,High Health Status - Female,Wisconsin,40.0,57.0
2013,High Health Status - Female,Wyoming,44.0,57.5
2013,High Health Status - Female,United States,,50.7
2013,High Health Status - Female,District of Columbia,,60.6
2013,Overall,Alaska,25.0,0.275
2013,Overall,Alabama,47.0,-0.8220000000000001
2013,Overall,United States,,
2013,Overall,Arkansas,49.0,-0.893
2013,Overall,Arizona,28.0,0.02
2013,Overall,California,21.0,0.31
2013,Overall,Colorado,8.0,0.565
2013,Overall,Connecticut,7.0,0.649
2013,Overall,District of Columbia,,
2013,Overall,Delaware,31.0,-0.09699999999999999
2013,Overall,Florida,33.0,-0.21
2013,Overall,Georgia,38.0,-0.315
2013,Overall,Hawaii,1.0,0.919
2013,Overall,Iowa,18.0,0.317
2013,Overall,Idaho,12.0,0.442
2013,Overall,Illinois,30.0,-0.096
2013,Overall,Indiana,41.0,-0.48700000000000004
2013,Overall,Kansas,27.0,0.122
2013,Overall,Kentucky,45.0,-0.716
2013,Overall,Louisiana,48.0,-0.8440000000000001
2013,Overall,Massachusetts,4.0,0.725
2013,Overall,Maryland,24.0,0.276
2013,Overall,Maine,16.0,0.366
2013,Overall,Michigan,34.0,-0.218
2013,Overall,Minnesota,3.0,0.731
2013,Overall,Missouri,39.0,-0.373
2013,Overall,Mississippi,50.0,-0.894
2013,Overall,Montana,23.0,0.27699999999999997
2013,Overall,North Carolina,35.0,-0.247
2013,Overall,North Dakota,9.0,0.557
2013,Overall,Nebraska,11.0,0.46
2013,Overall,New Hampshire,5.0,0.703
2013,Overall,New Jersey,10.0,0.531
2013,Overall,New Mexico,32.0,-0.175
2013,Overall,Nevada,37.0,-0.294
2013,Overall,New York,15.0,0.37
2013,Overall,Ohio,40.0,-0.40700000000000003
2013,Overall,Oklahoma,44.0,-0.6659999999999999
2013,Overall,Oregon,13.0,0.426
2013,Overall,Pennsylvania,29.0,-0.022000000000000002
2013,Overall,Rhode Island,19.0,0.317
2013,Overall,South Carolina,43.0,-0.635
2013,Overall,South Dakota,22.0,0.284
2013,Overall,Tennessee,42.0,-0.579
2013,Overall,Texas,36.0,-0.25
2013,Overall,Utah,6.0,0.695
2013,Overall,Virginia,26.0,0.259
2013,Overall,Vermont,2.0,0.868
2013,Overall,Washington,14.0,0.40299999999999997
2013,Overall,Wisconsin,20.0,0.313
2013,Overall,West Virginia,46.0,-0.727
2013,Overall,Wyoming,17.0,0.355
2013,Primary Care Physicians,Alabama,39.0,99.9
2013,Primary Care Physicians,Alaska,28.0,112.1
2013,Primary Care Physicians,Arizona,42.0,96.0
2013,Primary Care Physicians,Arkansas,39.0,99.9
2013,Primary Care Physicians,California,22.0,118.2
2013,Primary Care Physicians,Colorado,24.0,117.9
2013,Primary Care Physicians,Connecticut,6.0,162.3
2013,Primary Care Physicians,Delaware,29.0,110.5
2013,Primary Care Physicians,Florida,32.0,107.6
2013,Primary Care Physicians,Georgia,36.0,102.5
2013,Primary Care Physicians,Hawaii,9.0,139.4
2013,Primary Care Physicians,Idaho,50.0,78.0
2013,Primary Care Physicians,Illinois,11.0,133.2
2013,Primary Care Physicians,Indiana,38.0,101.6
2013,Primary Care Physicians,Iowa,46.0,84.7
2013,Primary Care Physicians,Kansas,35.0,105.1
2013,Primary Care Physicians,Kentucky,36.0,102.5
2013,Primary Care Physicians,Louisiana,20.0,120.3
2013,Primary Care Physicians,Maine,14.0,129.1
2013,Primary Care Physicians,Maryland,2.0,175.3
2013,Primary Care Physicians,Massachusetts,1.0,196.1
2013,Primary Care Physicians,Michigan,21.0,119.4
2013,Primary Care Physicians,Minnesota,7.0,143.5
2013,Primary Care Physicians,Mississippi,49.0,82.1
2013,Primary Care Physicians,Missouri,30.0,110.2
2013,Primary Care Physicians,Montana,41.0,97.4
2013,Primary Care Physicians,Nebraska,23.0,118.0
2013,Primary Care Physicians,Nevada,47.0,84.5
2013,Primary Care Physicians,New Hampshire,10.0,133.6
2013,Primary Care Physicians,New Jersey,8.0,140.4
2013,Primary Care Physicians,New Mexico,27.0,113.5
2013,Primary Care Physicians,New York,5.0,164.0
2013,Primary Care Physicians,North Carolina,26.0,114.9
2013,Primary Care Physicians,North Dakota,25.0,115.9
2013,Primary Care Physicians,Ohio,16.0,123.8
2013,Primary Care Physicians,Oklahoma,48.0,82.7
2013,Primary Care Physicians,Oregon,13.0,129.4
2013,Primary Care Physicians,Pennsylvania,12.0,129.8
2013,Primary Care Physicians,Rhode Island,3.0,173.4
2013,Primary Care Physicians,South Carolina,33.0,105.9
2013,Primary Care Physicians,South Dakota,31.0,109.4
2013,Primary Care Physicians,Tennessee,18.0,122.4
2013,Primary Care Physicians,Texas,43.0,95.3
2013,Primary Care Physicians,Utah,45.0,88.5
2013,Primary Care Physicians,Vermont,4.0,170.9
2013,Primary Care Physicians,Virginia,15.0,124.4
2013,Primary Care Physicians,Washington,17.0,123.4
2013,Primary Care Physicians,West Virginia,34.0,105.5
2013,Primary Care Physicians,Wisconsin,19.0,121.8
2013,Primary Care Physicians,Wyoming,44.0,90.2
2013,Primary Care Physicians,United States,,120.9
2013,Primary Care Physicians,District of Columbia,,326.7
2014,All Determinants,Alaska,29,-0.057999999999999996
2014,All Determinants,Alabama,41,-0.335
2014,All Determinants,United States,,
2014,All Determinants,Arkansas,49,-0.655
2014,All Determinants,Arizona,28,-0.008
2014,All Determinants,California,17,0.294
2014,All Determinants,Colorado,11,0.35
2014,All Determinants,Connecticut,4,0.56
2014,All Determinants,District of Columbia,,
2014,All Determinants,Delaware,33,-0.126
2014,All Determinants,Florida,31,-0.098
2014,All Determinants,Georgia,40,-0.292
2014,All Determinants,Hawaii,3,0.5670000000000001
2014,All Determinants,Iowa,25,0.07400000000000001
2014,All Determinants,Idaho,20,0.22899999999999998
2014,All Determinants,Illinois,30,-0.066
2014,All Determinants,Indiana,39,-0.257
2014,All Determinants,Kansas,27,0.003
2014,All Determinants,Kentucky,47,-0.48700000000000004
2014,All Determinants,Louisiana,48,-0.53
2014,All Determinants,Massachusetts,2,0.597
2014,All Determinants,Maryland,16,0.305
2014,All Determinants,Maine,18,0.289
2014,All Determinants,Michigan,32,-0.1
2014,All Determinants,Minnesota,7,0.4
2014,All Determinants,Missouri,37,-0.24100000000000002
2014,All Determinants,Mississippi,50,-0.6609999999999999
2014,All Determinants,Montana,23,0.162
2014,All Determinants,North Carolina,36,-0.17300000000000001
2014,All Determinants,North Dakota,13,0.33299999999999996
2014,All Determinants,Nebraska,10,0.36
2014,All Determinants,New Hampshire,5,0.518
2014,All Determinants,New Jersey,12,0.337
2014,All Determinants,New Mexico,34,-0.16399999999999998
2014,All Determinants,Nevada,42,-0.373
2014,All Determinants,New York,9,0.37
2014,All Determinants,Ohio,38,-0.249
2014,All Determinants,Oklahoma,45,-0.444
2014,All Determinants,Oregon,8,0.376
2014,All Determinants,Pennsylvania,26,0.054000000000000006
2014,All Determinants,Rhode Island,15,0.307
2014,All Determinants,South Carolina,46,-0.44799999999999995
2014,All Determinants,South Dakota,21,0.182
2014,All Determinants,Tennessee,44,-0.429
2014,All Determinants,Texas,35,-0.172
2014,All Determinants,Utah,6,0.46799999999999997
2014,All Determinants,Virginia,19,0.24100000000000002
2014,All Determinants,Vermont,1,0.7090000000000001
2014,All Determinants,Washington,14,0.33
2014,All Determinants,Wisconsin,22,0.165
2014,All Determinants,West Virginia,43,-0.40299999999999997
2014,All Determinants,Wyoming,24,0.11800000000000001
2014,High Health Status - Female,Alabama,47,43.3
2014,High Health Status - Female,Alaska,19,53.5
2014,High Health Status - Female,Arizona,28,51.0
2014,High Health Status - Female,Arkansas,46,43.4
2014,High Health Status - Female,California,36,49.4
2014,High Health Status - Female,Colorado,6,57.7
2014,High Health Status - Female,Connecticut,7,57.3
2014,High Health Status - Female,Delaware,29,50.3
2014,High Health Status - Female,Florida,38,48.8
2014,High Health Status - Female,Georgia,40,47.3
2014,High Health Status - Female,Hawaii,35,49.5
2014,High Health Status - Female,Idaho,10,56.4
2014,High Health Status - Female,Illinois,31,50.2
2014,High Health Status - Female,Indiana,37,49.2
2014,High Health Status - Female,Iowa,16,54.9
2014,High Health Status - Female,Kansas,23,52.5
2014,High Health Status - Female,Kentucky,45,43.5
2014,High Health Status - Female,Louisiana,44,45.1
2014,High Health Status - Female,Maine,9,56.9
2014,High Health Status - Female,Maryland,17,54.7
2014,High Health Status - Female,Massachusetts,3,59.2
2014,High Health Status - Female,Michigan,25,51.8
2014,High Health Status - Female,Minnesota,5,58.2
2014,High Health Status - Female,Mississippi,48,42.8
2014,High Health Status - Female,Missouri,25,51.8
2014,High Health Status - Female,Montana,12,55.7
2014,High Health Status - Female,Nebraska,11,56.3
2014,High Health Status - Female,Nevada,39,48.2
2014,High Health Status - Female,New Hampshire,2,61.1
2014,High Health Status - Female,New Jersey,27,51.4
2014,High Health Status - Female,New Mexico,43,45.2
2014,High Health Status - Female,New York,29,50.3
2014,High Health Status - Female,North Carolina,32,49.9
2014,High Health Status - Female,North Dakota,15,55.2
2014,High Health Status - Female,Ohio,32,49.9
2014,High Health Status - Female,Oklahoma,41,46.3
2014,High Health Status - Female,Oregon,13,55.4
2014,High Health Status - Female,Pennsylvania,24,52.2
2014,High Health Status - Female,Rhode Island,19,53.5
2014,High Health Status - Female,South Carolina,34,49.7
2014,High Health Status - Female,South Dakota,7,57.3
2014,High Health Status - Female,Tennessee,42,46.0
2014,High Health Status - Female,Texas,49,42.1
2014,High Health Status - Female,Utah,4,58.4
2014,High Health Status - Female,Vermont,1,64.1
2014,High Health Status - Female,Virginia,22,52.7
2014,High Health Status - Female,Washington,18,53.7
2014,High Health Status - Female,West Virginia,50,41.9
2014,High Health Status - Female,Wisconsin,21,53.0
2014,High Health Status - Female,Wyoming,14,55.3
2014,High Health Status - Female,United States,,50.1
2014,High Health Status - Female,District of Columbia,,61.9
2014,Overall,Alaska,26,0.125
2014,Overall,Alabama,43,-0.664
2014,Overall,United States,,
2014,Overall,Arkansas,49,-0.934
2014,Overall,Arizona,29,-0.039
2014,Overall,California,17,0.348
2014,Overall,Colorado,8,0.574
2014,Overall,Connecticut,4,0.738
2014,Overall,District of Columbia,,
2014,Overall,Delaware,35,-0.225
2014,Overall,Florida,32,-0.15
2014,Overall,Georgia,38,-0.322
2014,Overall,Hawaii,1,0.91
2014,Overall,Iowa,24,0.217
2014,Overall,Idaho,18,0.337
2014,Overall,Illinois,30,-0.079
2014,Overall,Indiana,41,-0.381
2014,Overall,Kansas,27,0.077
2014,Overall,Kentucky,47,-0.752
2014,Overall,Louisiana,48,-0.8029999999999999
2014,Overall,Massachusetts,3,0.741
2014,Overall,Maryland,16,0.354
2014,Overall,Maine,20,0.303
2014,Overall,Michigan,34,-0.205
